5,1,1,1,2,4,4,130,270,0,67,1,3225
5,1,1,2,2,3,3,80,270,1,67,1,1992.7
5,1,1,3,1,1,1,26,90,1,78,1,1018.2
5,1,1,4,2,2,2,65,270,1,67,1,1626.6
5,1,1,5,2,1,1,26,90,0,78,1,2146.5
5,1,1,6,1,3,3,80,270,0,67,1,4254.5
5,1,1,7,1,4,4,130,270,1,67,1,1461.1
5,1,1,8,1,2,2,65,90,0,78,1,1316.1
5,1,2,1,2,8,4,130,270,0,67,1,2361
5,1,2,2,2,7,3,80,90,1,78,1,2819.3
5,1,2,3,2,6,2,65,90,1,78,1,2291.5
5,1,2,4,2,5,1,26,270,0,67,1,3753.6
5,1,2,5,1,7,3,80,90,0,78,1,2612.9
5,1,2,6,1,5,1,26,90,1,78,1,1413.2
5,1,2,7,1,6,2,65,270,0,67,1,1598.3
5,1,2,8,1,8,4,130,90,1,78,1,1071.2
5,1,3,1,1,9,1,26,90,1,78,1,941.16
5,1,3,2,1,12,4,130,90,1,78,1,873.16
5,1,3,3,2,9,1,26,90,0,78,1,4416.1
5,1,3,4,2,11,3,80,270,1,67,1,4687.8
5,1,3,5,2,12,4,130,270,0,67,1,4461.8
5,1,3,6,2,10,2,65,270,1,67,1,2171.8
5,1,3,7,1,11,3,80,90,0,78,1,3015.1
5,1,3,8,1,10,2,65,90,0,78,1,1759.9
5,1,4,1,1,13,1,26,270,1,67,1,2162.8
5,1,4,2,1,15,3,80,90,0,78,1,2525.8
5,1,4,3,2,13,1,26,270,0,67,1,3786.7
5,1,4,4,1,14,2,65,270,0,67,1,3396.5
5,1,4,5,1,16,4,130,90,1,78,1,1725.5
5,1,4,6,2,14,2,65,270,1,67,1,1201.4
5,1,4,7,2,16,4,130,270,0,67,1,1419.4
5,1,4,8,2,15,3,80,90,1,78,1,1731.7
5,1,5,1,2,18,2,65,90,1,78,1,1494.8
5,1,5,2,1,17,1,26,90,1,78,1,1948
5,1,5,3,2,20,4,130,270,0,67,1,2039.7
5,1,5,4,1,19,3,80,270,0,67,1,2559.8
5,1,5,5,1,20,4,130,270,1,67,1,1514.9
5,1,5,6,2,17,1,26,90,0,78,1,2471.8
5,1,5,7,2,19,3,80,270,1,67,1,2037.7
5,1,5,8,1,18,2,65,270,0,67,1,3918.3
5,1,6,1,2,23,3,80,270,1,67,1,1618.3
5,1,6,2,2,24,4,130,270,0,9999,9999,9999
5,1,6,3,1,22,2,65,90,0,78,1,1131.6
5,1,6,4,2,21,1,26,270,0,67,1,1327.9
5,1,6,5,1,23,3,80,90,0,78,1,1436
5,1,6,6,1,21,1,26,90,1,78,1,2867.5
5,1,6,7,1,24,4,130,90,1,78,1,1385.7
5,1,6,8,2,22,2,65,90,1,78,1,1011.5
5,1,7,1,1,25,1,26,270,1,67,1,859.81
5,1,7,2,2,27,3,80,90,1,78,1,1250.6
5,1,7,3,1,26,2,65,90,0,78,1,1962.2
5,1,7,4,1,27,3,80,90,0,78,1,1333.5
5,1,7,5,1,28,4,130,270,1,67,1,1640.8
5,1,7,6,2,26,2,65,90,1,78,1,1952.3
5,1,7,7,2,28,4,130,270,0,78,0,5316.2
5,1,7,8,2,25,1,26,90,0,78,1,1055.6
5,1,8,1,1,32,4,130,270,1,67,1,1118.6
5,1,8,2,1,29,1,26,270,1,67,1,1162.9
5,1,8,3,1,30,2,65,270,0,67,1,1190.2
5,1,8,4,1,31,3,80,270,0,67,1,2008.6
5,1,8,5,2,29,1,26,90,0,78,1,1607.1
5,1,8,6,2,31,3,80,90,1,78,1,1288
5,1,8,7,2,32,4,130,270,0,67,1,2414.4
5,1,8,8,2,30,2,65,90,1,78,1,934.56
5,1,9,1,2,33,1,26,270,0,67,1,4818.9
5,1,9,2,1,34,2,65,90,0,78,1,1123.6
5,1,9,3,1,36,4,130,270,1,67,1,2575.6
5,1,9,4,2,34,2,65,90,1,78,1,1218
5,1,9,5,2,36,4,130,90,0,78,1,5019.1
5,1,9,6,1,35,3,80,90,0,9999,9999,9999
5,1,9,7,1,33,1,26,270,1,67,1,1059.2
5,1,9,8,2,35,3,80,90,1,78,1,1706.2
5,1,10,1,2,37,1,26,270,0,67,1,4495.8
5,1,10,2,2,39,3,80,270,1,67,1,1652.5
5,1,10,3,1,38,2,65,270,0,67,1,1187.8
5,1,10,4,1,40,4,130,90,1,78,1,1645.7
5,1,10,5,2,38,2,65,90,1,78,1,1572.5
5,1,10,6,1,37,1,26,90,1,78,1,1094.5
5,1,10,7,1,39,3,80,270,0,9999,9999,9999
5,1,10,8,2,40,4,130,270,0,67,1,4404.8
5,1,11,1,2,41,1,26,90,0,67,0,5550.1
5,1,11,2,2,43,3,80,90,1,9999,9999,9999
5,1,11,3,1,44,4,130,270,1,67,1,2679.2
5,1,11,4,1,42,2,65,270,0,67,1,4005.1
5,1,11,5,2,44,4,130,270,0,67,1,2870.8
5,1,11,6,1,41,1,26,90,1,78,1,1412.5
5,1,11,7,1,43,3,80,270,0,67,1,2766
5,1,11,8,2,42,2,65,90,1,78,1,2959.7
5,1,12,1,1,45,1,26,270,1,67,1,1522.8
5,1,12,2,1,48,4,130,90,1,78,1,927.04
5,1,12,3,2,46,2,65,270,1,67,1,1514.6
5,1,12,4,1,47,3,80,90,0,78,1,2143.4
5,1,12,5,2,45,1,26,270,0,67,1,1939.7
5,1,12,6,1,46,2,65,90,0,78,1,1224.2
5,1,12,7,2,47,3,80,270,1,67,1,1928.6
5,1,12,8,2,48,4,130,90,0,78,1,3116.5
5,1,13,1,1,49,1,26,270,1,67,1,1392.7
5,1,13,2,2,52,4,130,270,0,67,1,4291
5,1,13,3,1,51,3,80,270,0,67,1,3385
5,1,13,4,2,50,2,65,270,1,67,1,1402.4
5,1,13,5,1,52,4,130,90,1,78,1,1043.7
5,1,13,6,2,51,3,80,90,1,78,1,1898.7
