1,3,3,88,90,38,0,8072.1
2,3,1,26,270,38,0,5878.4
3,3,4,130,270,38,0,5612.1
4,3,2,44,270,40,1,5468.9
5,1,4,130,270,38,1,5899.5
6,1,2,44,90,40,0,5376.8
7,1,3,88,270,40,0,5443.4
8,1,1,26,90,40,0,5379.2
9,3,2,44,90,40,1,5301.2
10,3,3,88,90,38,0,5490.5
11,1,3,88,90,40,0,5368.6
12,3,4,130,90,38,0,5619
13,1,4,130,270,40,0,5371.6
14,1,1,26,90,40,0,5414.3
15,1,2,44,270,38,1,5374.4
16,3,1,26,270,40,1,5513.5
17,1,4,130,90,40,0,5414.1
18,3,1,26,270,40,1,5446.7
19,3,2,44,270,40,1,5774
20,1,3,88,90,40,0,5576.5
21,3,3,88,90,40,1,5547.2
22,1,1,26,270,38,1,5574.3
23,1,2,44,90,40,0,5401
24,3,4,130,270,38,0,5602.3
25,3,2,44,90,40,1,5699.1
26,3,3,88,90,40,1,5584.3
27,3,1,26,270,40,1,5498.7
28,1,3,88,90,40,0,5512
29,1,4,130,270,40,0,5764.5
30,1,1,26,90,40,0,5903.1
31,1,2,44,270,38,1,5332.3
32,3,4,130,270,40,1,5768.2
