1,1,2,64,270,40,0,5068.4
2,1,3,80,270,9999,9999,10000
3,3,3,80,90,40,1,5994.3
4,3,1,10,270,40,1,5459.6
5,3,2,64,90,38,0,6027.3
6,1,4,119,270,38,1,6219.1
7,1,1,10,90,38,1,5299.2
8,3,4,119,270,40,1,5353
9,1,1,10,270,38,1,5323.8
10,3,1,10,90,38,0,5376.8
11,3,2,64,270,38,0,5466.8
12,1,2,64,90,40,0,5369.4
13,1,3,80,270,38,1,5324
14,1,4,119,90,40,0,5776.7
15,3,3,80,90,40,1,5387.1
16,3,4,119,90,40,1,5693.1
17,1,2,64,270,40,0,7003.1
18,1,4,119,90,38,1,5427.8
19,3,2,64,270,38,0,5412.1
20,3,1,10,90,40,1,5308.8
21,3,4,119,270,40,1,5354.1
22,1,3,80,270,40,0,5269.2
23,1,1,10,90,38,1,5283.9
24,3,3,80,270,40,1,5905.8
25,3,2,64,90,38,0,5278.7
26,3,4,119,90,38,0,6076.7
27,1,4,119,90,40,0,5259.6
28,1,2,64,90,40,0,6218.9
29,1,1,10,90,38,1,5419.4
30,1,3,80,270,40,0,5892
31,3,1,10,270,40,1,5769.5
32,3,3,80,270,40,1,5300.6
