1,1,3,80,270,9999,9999,10000
2,1,1,26,90,40,0,6424.2
3,1,4,135,270,40,0,5568.7
4,3,1,26,90,40,1,5891.4
5,3,2,50,90,38,0,5441.2
6,3,3,80,270,38,0,5409.1
7,3,4,135,90,40,1,5426.5
8,1,2,50,270,38,1,5547
9,3,3,80,270,38,0,5382.4
10,3,4,135,90,40,1,5695.9
11,1,1,26,270,40,0,5573.1
12,1,2,50,90,40,0,5368
13,1,3,80,270,40,0,5698.6
14,3,1,26,270,40,1,5599.5
15,1,4,135,90,38,1,5689.2
16,3,2,50,90,40,1,5415.1
17,1,1,26,90,40,0,5423.7
18,3,2,50,270,40,1,5312.3
19,3,3,80,270,40,1,5612.9
20,3,1,26,90,40,1,5349.1
21,1,2,50,270,38,1,5440.9
22,1,4,135,90,40,0,6000.7
23,3,4,135,90,38,0,5433.6
24,1,3,80,90,40,0,5321.9
25,3,1,26,90,38,0,5406.5
26,3,3,80,270,40,1,5351.8
27,1,4,135,270,40,0,5466.7
28,1,1,26,270,38,1,5761.7
29,1,3,80,90,40,0,6083.9
30,3,4,135,270,40,1,5370
31,3,2,50,270,40,1,5292.8
32,1,2,50,90,38,1,5354.6
