1,1,1,11,270,38,1,7495.1
2,1,2,44,90,38,1,5515.9
3,1,4,135,270,38,1,5584.5
4,3,3,101,90,40,1,5506.8
5,1,3,101,90,38,1,5616.1
6,3,4,135,270,40,1,6264.2
7,3,1,11,270,40,1,5519.1
8,3,2,44,90,40,1,5299.7
9,3,1,11,270,38,0,6033
10,1,1,11,90,40,0,5569
11,1,4,135,90,38,1,5667.5
12,3,3,101,270,40,1,6914
13,1,3,101,270,40,0,5982.4
14,1,2,44,90,40,0,6144.4
15,3,4,135,90,38,0,6443.6
16,3,2,44,270,40,1,5459.5
17,1,2,44,270,38,1,5810.7
18,3,3,101,270,38,0,5491.3
19,3,2,44,270,38,0,5480.8
20,1,4,135,270,40,0,5926.8
21,3,4,135,270,40,1,5434.9
22,1,3,101,90,40,0,6178.9
23,3,1,11,90,38,0,5540.9
24,1,1,11,270,40,0,5624.8
25,3,4,135,90,38,0,5385.2
26,1,1,11,90,38,1,5219.3
27,3,3,101,270,38,0,7059.9
28,3,1,11,90,38,0,5715.1
29,1,3,101,90,40,0,8543.7
30,1,2,44,90,40,0,5203.3
31,1,4,135,270,38,1,6612.5
32,3,2,44,90,40,1,5413
