24,1,1,1,1,1,1,11,270,0,67,1,3040.3
24,1,1,2,1,4,4,135,270,0,67,1,2615.9
24,1,1,3,1,2,2,44,270,1,67,1,4472
24,1,1,4,2,4,4,135,90,1,78,1,2198
24,1,1,5,2,3,3,101,270,0,67,1,3247.5
24,1,1,6,2,1,1,11,270,1,67,1,2022.2
24,1,1,7,1,3,3,101,270,1,67,1,2846.2
24,1,1,8,2,2,2,44,90,0,78,1,2038
24,1,2,1,1,8,4,135,90,0,78,1,3478.3
24,1,2,2,2,6,2,44,90,0,78,1,1948.5
24,1,2,3,1,7,3,101,270,1,67,1,3783
24,1,2,4,2,5,1,11,90,1,78,1,2616.7
24,1,2,5,2,7,3,101,90,0,78,1,2961.2
24,1,2,6,1,6,2,44,90,1,78,1,2851.6
24,1,2,7,2,8,4,135,90,1,78,1,1738.1
24,1,2,8,1,5,1,11,270,0,9999,9999,9999
24,1,3,1,2,11,3,101,270,0,67,1,2166.9
24,1,3,2,1,9,1,11,90,0,78,1,4793.9
24,1,3,3,2,12,4,135,270,1,67,1,3475.1
24,1,3,4,1,10,2,44,270,1,67,1,1128.9
24,1,3,5,1,11,3,101,90,1,78,1,3356.7
24,1,3,6,2,9,1,11,90,1,78,1,2879.2
24,1,3,7,1,12,4,135,270,0,9999,9999,9999
24,1,3,8,2,10,2,44,90,0,9999,9999,9999
24,1,4,1,1,13,1,11,270,0,9999,9999,9999
24,1,4,2,2,14,2,44,90,0,78,1,4158.1
24,1,4,3,1,15,3,101,270,1,67,1,2520.8
24,1,4,4,2,16,4,135,90,1,78,1,2381.2
24,1,4,5,2,13,1,11,90,1,78,1,2966.4
24,1,4,6,2,15,3,101,270,0,67,1,2969.5
24,1,4,7,1,16,4,135,90,0,67,0,4132.1
24,1,4,8,1,14,2,44,270,1,67,1,910.8
24,1,5,1,1,19,3,101,270,1,78,0,4003
24,1,5,2,1,18,2,44,270,1,67,1,962.73
24,1,5,3,2,17,1,11,270,1,67,1,3676.7
24,1,5,4,1,20,4,135,90,0,78,1,5163.5
24,1,5,5,2,19,3,101,90,0,78,1,5438.4
24,1,5,6,2,20,4,135,270,1,67,1,1757.6
24,1,5,7,1,17,1,11,270,0,67,1,2897.3
24,1,5,8,2,18,2,44,90,0,78,1,1062.7
24,1,6,1,2,21,1,11,90,1,78,1,2061
24,1,6,2,2,22,2,44,270,0,67,1,1812.1
24,1,6,3,2,23,3,101,90,0,78,1,2028.9
24,1,6,4,1,24,4,135,270,0,67,1,4509.3
24,1,6,5,1,21,1,11,90,0,78,1,3482.7
24,1,6,6,1,23,3,101,270,1,67,1,3463.8
24,1,6,7,1,22,2,44,90,1,78,1,1021.8
24,1,6,8,2,24,4,135,90,1,78,1,766.12
24,1,7,1,1,27,3,101,90,1,78,1,1288.6
24,1,7,2,1,26,2,44,270,1,67,1,2494
24,1,7,3,2,27,3,101,90,0,78,1,4147.9
24,1,7,4,1,25,1,11,270,0,67,1,1143.2
24,1,7,5,1,28,4,135,270,0,67,1,2995.4
24,1,7,6,2,25,1,11,270,1,67,1,5052.5
24,1,7,7,2,28,4,135,90,1,78,1,2802.7
24,1,7,8,2,26,2,44,90,0,78,1,3556.5
24,1,8,1,2,29,1,11,270,1,67,1,2511.3
24,1,8,2,2,31,3,101,90,0,78,1,1899.9
24,1,8,3,1,30,2,44,270,1,67,1,817.07
24,1,8,4,1,32,4,135,270,0,67,1,3290.1
24,1,8,5,1,29,1,11,90,0,78,1,4580.8
24,1,8,6,1,31,3,101,90,1,78,1,3342.1
24,1,8,7,2,30,2,44,270,0,9999,9999,9999
24,1,8,8,2,32,4,135,90,1,78,1,3170.1
24,1,9,1,1,35,3,101,90,1,78,1,2403.7
24,1,9,2,1,34,2,44,90,1,78,1,1501
24,1,9,3,1,36,4,135,90,0,78,1,2114.3
24,1,9,4,1,33,1,11,90,0,78,1,2551.6
24,1,9,5,2,36,4,135,90,1,78,1,2962.1
24,1,9,6,2,34,2,44,270,0,67,1,3309.1
24,1,9,7,2,33,1,11,270,1,67,1,2857.7
24,1,9,8,2,35,3,101,270,0,67,1,1777.2
24,1,10,1,1,40,4,135,90,0,67,0,2675.7
24,1,10,2,2,37,1,11,270,1,78,0,1976.9
24,1,10,3,2,39,3,101,270,0,67,1,4851
24,1,10,4,1,37,1,11,90,0,78,1,4410.2
24,1,10,5,2,38,2,44,270,0,9999,9999,9999
24,1,10,6,2,40,4,135,270,1,67,1,1658.8
24,1,10,7,1,39,3,101,90,1,78,1,3793.7
24,1,10,8,1,38,2,44,270,1,67,1,1290.7
24,1,11,1,2,41,1,11,270,1,67,1,1231.9
24,1,11,2,1,43,3,101,90,1,78,1,2623.5
24,1,11,3,1,41,1,11,270,0,78,0,2288.8
24,1,11,4,1,44,4,135,90,0,78,1,4630
24,1,11,5,1,42,2,44,90,1,78,1,981.34
24,1,11,6,2,44,4,135,270,1,67,1,4710.9
24,1,11,7,2,42,2,44,90,0,78,1,4731.6
24,1,11,8,2,43,3,101,90,0,78,1,4031.5
24,1,12,1,2,45,1,11,270,1,67,1,1574.9
24,1,12,2,2,46,2,44,90,0,78,1,1209.7
24,1,12,3,1,45,1,11,270,0,67,1,1891.7
24,1,12,4,2,48,4,135,90,1,78,1,5249.2
24,1,12,5,2,47,3,101,270,0,9999,9999,9999
24,1,12,6,1,46,2,44,270,1,67,1,735.66
24,1,12,7,1,48,4,135,90,0,78,1,3220.1
24,1,12,8,1,47,3,101,270,1,67,1,2772.5
24,1,13,1,1,50,2,44,90,1,78,1,774.55
24,1,13,2,1,52,4,135,270,0,67,1,3465.6
24,1,13,3,1,51,3,101,90,1,78,1,1255.6
24,1,13,4,2,49,1,11,270,1,67,1,2206.6
24,1,13,5,2,51,3,101,270,0,67,1,1944.3
24,1,13,6,2,52,4,135,270,1,67,1,2427.1
24,1,13,7,1,49,1,11,90,0,78,1,1795.1
24,1,13,8,2,50,2,44,270,0,67,1,1333
24,1,14,1,2,55,3,101,90,0,78,1,5633.1
24,1,14,2,2,53,1,11,90,1,78,1,1768.5
24,1,14,3,1,56,4,135,90,0,67,0,5891.2
24,1,14,4,2,54,2,44,270,0,67,1,1920.5
24,1,14,5,1,55,3,101,90,1,78,1,1644.6
24,1,14,6,1,53,1,11,90,0,78,1,5244.3
24,1,14,7,1,54,2,44,270,1,67,1,1162.9
24,1,14,8,2,56,4,135,270,1,67,1,2053.1
24,1,15,1,2,57,1,11,270,1,67,1,1820
24,1,15,2,1,59,3,101,90,1,78,1,3612.1
24,1,15,3,1,57,1,11,270,0,9999,9999,9999
24,1,15,4,2,59,3,101,270,0,67,1,2045.3
24,1,15,5,1,60,4,135,270,0,67,1,5380.7
24,1,15,6,2,58,2,44,90,0,9999,9999,9999
24,1,15,7,2,60,4,135,90,1,78,1,1990.2
24,1,15,8,1,58,2,44,90,1,78,1,1135.7
24,1,16,1,2,64,4,135,90,1,78,1,1339.4
24,1,16,2,1,62,2,44,90,1,78,1,659.75
24,1,16,3,2,61,1,11,270,1,67,1,1610.9
24,1,16,4,1,63,3,101,90,1,78,1,2187.1
24,1,16,5,1,61,1,11,270,0,67,1,5061.1
24,1,16,6,2,62,2,44,90,0,78,1,2404
