1,3,4,135,270,38,0,5033.1
2,1,4,135,270,9999,9999,10000
3,3,3,80,90,9999,9999,10000
4,1,3,80,90,40,0,5032.6
5,3,1,10,90,9999,9999,10000
6,3,2,57,90,40,1,5064.3
7,1,2,57,90,9999,9999,10000
8,1,1,10,270,9999,9999,10000
9,3,3,80,270,9999,9999,10000
10,1,1,10,90,9999,9999,10000
11,1,3,80,270,38,1,5134.3
12,1,2,57,270,9999,9999,10000
13,3,4,135,270,38,0,5857.8
14,1,4,135,90,40,0,7241.2
15,3,2,57,270,38,0,5808.8
16,3,1,10,90,9999,9999,10000
17,3,4,135,90,38,0,5210
18,1,1,10,90,40,0,5291.3
19,1,2,57,90,38,1,5297.4
20,1,3,80,90,40,0,5302.6
21,3,3,80,270,38,0,5363.9
22,3,1,10,90,38,0,5286.5
23,3,2,57,270,40,1,5284.4
24,1,4,135,90,38,1,5442
25,1,3,80,90,38,1,7682.3
26,1,2,57,270,40,0,5304.1
27,1,4,135,270,38,1,5245.3
28,3,3,80,270,38,0,6468.6
29,3,4,135,90,40,1,5315.1
30,3,2,57,270,38,0,5295.9
31,3,1,10,270,40,1,5525.1
32,1,1,10,270,38,1,5233.7
