1,3,2,57,270,38,0,5098
2,3,1,15,90,38,0,7431.1
3,3,3,88,270,38,0,5686.9
4,1,3,88,90,40,0,5868.5
5,1,2,57,270,38,1,5715.4
6,1,4,119,90,38,1,5640
7,3,4,119,270,40,1,6255.9
8,1,1,15,90,38,1,5494.7
9,3,2,57,90,38,0,5516.4
10,1,3,88,270,40,0,6305
11,1,2,57,90,38,1,5718.2
12,1,1,15,270,38,1,6026.6
13,1,4,119,270,40,0,5771.3
14,3,4,119,90,38,0,5894
15,3,1,15,270,38,0,5482.7
16,3,3,88,90,40,1,5648.9
17,3,4,119,90,40,1,5496
18,1,1,15,90,38,1,5421.5
19,3,2,57,270,38,0,5414.1
20,1,2,57,90,38,1,5446.4
21,3,1,15,90,38,0,5798.1
22,1,4,119,270,38,1,5407.3
23,3,3,88,270,40,1,5448.5
24,1,3,88,90,40,0,5423.7
25,3,3,88,90,40,1,5784.1
26,3,1,15,270,38,0,5650.3
27,1,3,88,270,38,1,5649.6
28,1,2,57,90,38,1,5672.8
29,1,4,119,270,40,0,5799.4
30,1,1,15,270,38,1,5920.9
31,3,4,119,90,40,1,6157.2
32,3,2,57,270,38,0,6120.3
