1,3,4,119,270,40,1,7427.9
2,3,3,81,90,40,1,5427.6
3,1,2,44,90,38,1,5763.5
4,1,4,119,90,38,1,6022.1
5,3,1,20,90,38,0,5966.8
6,1,3,81,90,38,1,7681
7,3,2,44,90,40,1,6838.6
8,1,1,20,270,38,1,5766.8
9,3,2,44,90,40,1,5713.4
10,3,4,119,90,40,1,5293.9
11,1,1,20,270,38,1,5355.2
12,1,3,81,270,38,1,5342.4
13,1,2,44,270,38,1,5770.3
14,3,1,20,270,38,0,5037.1
15,3,3,81,270,40,1,5949.1
16,1,4,119,270,38,1,5392.1
17,3,3,81,90,40,1,5522.2
18,3,1,20,270,38,0,5550.4
19,3,2,44,90,38,0,5553.9
20,1,2,44,270,38,1,5341.3
21,3,4,119,90,38,0,5849.3
22,1,4,119,270,40,0,5448.4
23,1,3,81,90,40,0,5703.9
24,1,1,20,90,38,1,5484.7
25,3,4,119,90,40,1,5450.7
26,3,3,81,270,38,0,5418.1
27,1,3,81,270,38,1,5826.7
28,1,1,20,90,38,1,5506.7
29,3,1,20,270,40,1,5440.1
30,3,2,44,90,40,1,5559.8
31,1,2,44,270,38,1,5651.3
32,1,4,119,270,38,1,5258.5
