1,1,4,125,270,38,1,8794.8
2,1,3,88,90,38,1,8003.3
3,3,2,44,90,40,1,5717.5
4,3,4,125,90,40,1,7359.8
5,1,2,44,270,40,0,5948.8
6,1,1,15,270,38,1,5320.2
7,3,1,15,270,40,1,5930.5
8,3,3,88,90,38,0,5336.6
9,1,2,44,90,38,1,6311.1
10,3,3,88,270,9999,9999,10000
11,1,3,88,270,40,0,6086
12,3,1,15,270,40,1,5990.6
13,1,4,125,90,40,0,5373.4
14,1,1,15,90,40,0,6869.6
15,3,2,44,90,40,1,5482.3
16,3,4,125,270,40,1,5298.5
17,1,4,125,270,40,0,5716.4
18,3,3,88,90,38,0,7055.7
19,1,1,15,90,40,0,6193.3
20,1,2,44,270,40,0,5335.8
21,3,2,44,90,38,0,6062
22,1,3,88,90,40,0,8273.1
23,3,4,125,270,40,1,7069.5
24,3,1,15,270,38,0,5318.8
25,1,2,44,270,40,0,5393.1
26,1,4,125,270,40,0,6516.3
27,1,1,15,90,38,1,5307.4
28,3,3,88,90,38,0,5698.8
29,3,2,44,270,38,0,7810.4
30,3,1,15,90,40,1,5967.9
31,1,3,88,90,40,0,5301.1
32,3,4,125,270,40,1,5815.8
