1,3,2,44,90,38,0,7951.4
2,1,1,26,90,40,0,6080
3,3,3,80,90,38,0,7025.3
4,1,2,44,270,38,1,8992.5
5,3,4,135,270,40,1,6288.1
6,3,1,26,270,40,1,8832.3
7,1,3,80,90,38,1,6055.3
8,1,4,135,270,38,1,5503.8
9,3,4,135,90,40,1,5728.5
10,1,4,135,270,40,0,5889
11,1,1,26,90,40,0,5681.8
12,3,2,44,90,40,1,5866.1
13,1,2,44,270,38,1,5465.1
14,3,3,80,270,40,1,5470.4
15,1,3,80,90,40,0,6152.8
16,3,1,26,270,38,0,6138.4
17,1,3,80,270,40,0,8030.4
18,1,4,135,90,38,1,5803.1
19,1,2,44,90,38,1,5928.5
20,3,4,135,270,38,0,5426.3
21,3,2,44,270,40,1,5487.1
22,3,3,80,90,40,1,5680.9
23,3,1,26,90,40,1,5794.2
24,1,1,26,90,38,1,5343
25,3,2,44,90,38,0,5417.7
26,1,4,135,270,40,0,5935.9
27,3,1,26,270,38,0,5427
28,1,2,44,90,40,0,6679.2
29,3,4,135,270,38,0,5449.1
30,1,1,26,90,9999,9999,10000
31,1,3,80,270,40,0,7108.3
32,3,3,80,270,38,0,5377.6
