1,3,1,15,90,40,1,5809.1
2,1,2,64,270,38,1,5557.9
3,3,4,125,90,38,0,5381.8
4,1,1,15,90,40,0,5603.2
5,1,3,81,270,38,1,5360
6,3,3,81,270,38,0,5383.2
7,1,4,125,270,38,1,5340.4
8,3,2,64,90,40,1,5308.7
9,1,4,125,90,38,1,5540.7
10,3,1,15,270,40,1,5324.4
11,3,2,64,90,38,0,5348.8
12,1,3,81,90,38,1,5356.1
13,1,2,64,90,38,1,5275.5
14,3,4,125,270,38,0,5524.7
15,3,3,81,270,38,0,5452.9
16,1,1,15,270,38,1,5329.5
17,3,1,15,270,40,1,5264.1
18,1,3,81,270,38,1,5323
19,3,3,81,90,38,0,5340.1
20,3,4,125,270,38,0,5274.6
21,1,1,15,90,38,1,5252.1
22,1,4,125,90,40,0,5311.9
23,1,2,64,90,38,1,5296.6
24,3,2,64,270,40,1,5354.9
25,3,4,125,90,38,0,5305.1
26,1,1,15,270,38,1,5266.3
27,1,3,81,90,38,1,5269
28,3,2,64,90,38,0,5262.7
29,3,1,15,270,40,1,5289.8
30,1,4,125,270,40,0,5283.3
31,1,2,64,270,38,1,5253.7
32,3,3,81,90,38,0,5311.8
