1,1,2,44,90,38,1,7753.7
2,3,4,130,90,38,0,6641.7
3,3,1,20,90,40,1,7757.7
4,3,2,44,270,38,0,7078.3
5,1,3,88,90,38,1,7192.1
6,3,3,88,270,40,1,7894.8
7,1,1,20,270,38,1,5561.1
8,1,4,130,90,40,0,5511.8
9,3,3,88,270,38,0,5481.2
10,1,3,88,90,40,0,6523.6
11,1,4,130,270,38,1,5571.2
12,3,4,130,90,38,0,5593.3
13,3,2,44,270,38,0,6479.2
14,3,1,20,270,38,0,5617.6
15,1,2,44,90,38,1,6447.4
16,1,1,20,270,38,1,6819.5
17,1,4,130,270,40,0,5271.3
18,3,3,88,270,40,1,6473.2
19,1,2,44,90,38,1,5476
20,3,4,130,90,38,0,6093.8
21,3,1,20,90,40,1,7536.5
22,1,1,20,270,38,1,6049.1
23,1,3,88,90,38,1,7780
24,3,2,44,270,40,1,7596.1
25,3,1,20,90,38,0,6649.6
26,3,3,88,90,38,0,5790.1
27,3,4,130,270,38,0,7572
28,3,2,44,270,38,0,5322.3
29,1,1,20,270,38,1,6786.4
30,1,3,88,90,40,0,5689
31,1,2,44,90,38,1,7850.9
32,1,4,130,270,38,1,5824
