1,1,4,125,270,38,1,6734.9
2,1,3,81,270,38,1,6248.2
3,3,3,81,90,40,1,5595.7
4,3,2,65,90,40,1,5416.2
5,1,1,11,270,38,1,5405.1
6,3,1,11,90,38,0,6737.6
7,1,2,65,90,40,0,6602.9
8,3,4,125,270,40,1,6239.5
9,3,2,65,90,38,0,7010.9
10,1,1,11,90,38,1,6417.2
11,1,3,81,90,40,0,5901.8
12,3,4,125,270,40,1,5959.3
13,3,1,11,90,40,1,6846.5
14,1,2,65,270,38,1,5850.7
15,3,3,81,270,38,0,6829.9
16,1,4,125,270,40,0,6395.7
17,3,2,65,90,40,1,7234
18,3,1,11,90,38,0,6398
19,1,4,125,270,40,0,6171.9
20,3,4,125,270,40,1,7179
21,1,1,11,90,38,1,6105.7
22,1,3,81,270,38,1,7131
23,3,3,81,90,40,1,5836
24,1,2,65,90,40,0,5959.8
25,3,4,125,270,38,0,7327.2
26,1,3,81,270,38,1,5864.1
27,1,1,11,270,40,0,5451
28,1,4,125,270,40,0,5493.9
29,1,2,65,90,40,0,5392.1
30,3,3,81,90,40,1,6940.7
31,3,2,65,270,40,1,5421.9
32,3,1,11,90,38,0,5545
