1,1,1,1,1,1,15,90,0,78,1,2601
1,1,2,2,2,2,65,270,0,67,1,1876
1,1,3,2,3,3,81,270,0,67,1,1156
1,1,4,1,4,4,130,90,0,9999,9999,9999
1,1,5,2,1,1,15,270,0,67,1,1280
1,1,6,2,4,4,130,90,0,78,1,2296
1,1,7,1,3,3,81,90,0,78,1,2294
1,1,8,1,2,2,65,270,0,67,1,1503
1,2,1,1,7,3,81,90,0,78,1,974
1,2,2,1,5,1,15,90,0,78,1,1521
1,2,3,1,8,4,130,270,0,78,0,1657
1,2,4,1,6,2,65,270,0,67,1,1506
1,2,5,2,5,1,15,90,0,78,1,978
1,2,6,2,8,4,130,270,0,67,1,2045
1,2,7,2,6,2,65,270,0,67,1,1399
1,2,8,2,7,3,81,90,0,78,1,1106
1,3,1,2,10,2,65,270,0,67,1,1976
1,3,2,1,11,3,81,90,0,78,1,885
1,3,3,2,9,1,15,270,0,67,1,1037
1,3,4,1,10,2,65,270,0,67,1,2136
1,3,5,2,12,4,130,90,0,78,1,1862
1,3,6,1,9,1,15,90,0,78,1,2102
1,3,7,1,12,4,130,90,0,78,1,3183
1,3,8,2,11,3,81,270,0,67,1,4636
1,4,1,2,16,4,130,270,0,67,1,2062
1,4,2,2,14,2,65,270,0,67,1,1687
1,4,3,1,16,4,130,90,0,78,1,1391
1,4,4,1,14,2,65,270,0,67,1,1252
1,4,5,2,13,1,15,90,0,67,0,3198
1,4,6,2,15,3,81,90,0,78,1,1937
1,4,7,1,13,1,15,90,0,78,1,2287
1,4,8,1,15,3,81,270,0,67,1,2424
1,5,1,2,20,4,130,270,0,67,1,1227
1,5,2,1,19,3,81,90,0,78,1,1061
1,5,3,2,17,1,15,270,0,67,1,2566
1,5,4,1,18,2,65,90,0,78,1,1787
1,5,5,1,20,4,130,90,0,78,1,1696
1,5,6,2,18,2,65,270,0,67,1,1414
1,5,7,1,17,1,15,90,0,78,1,1122
1,5,8,2,19,3,81,270,0,67,1,4056
