1,1,1,11,90,38,1,7709.1
2,1,4,130,270,38,1,8150.4
3,3,2,57,270,40,1,5423.5
4,3,1,11,90,40,1,6523.2
5,3,3,101,90,38,0,5436.6
6,1,2,57,270,38,1,5439.2
7,1,3,101,90,40,0,5650.5
8,3,4,130,90,40,1,5478
9,1,1,11,270,38,1,5433.3
10,3,3,101,90,38,0,5325
11,1,3,101,270,40,0,5676
12,1,2,57,90,40,0,5526.6
13,3,1,11,270,40,1,5080.7
14,3,2,57,90,40,1,5361
15,1,4,130,270,38,1,5367.4
16,3,4,130,270,40,1,5343.2
17,3,1,11,90,40,1,5045.3
18,3,2,57,90,38,0,5439.6
19,1,3,101,270,38,1,5507.8
20,3,3,101,270,38,0,5957.4
21,1,2,57,270,38,1,5076.3
22,1,1,11,270,40,0,5925.4
23,3,4,130,90,40,1,5526.2
24,1,4,130,90,38,1,5637.4
25,3,4,130,270,38,0,5370.4
26,1,2,57,270,40,0,5576.5
27,3,3,101,90,40,1,5470.7
28,3,2,57,90,40,1,5504.7
29,1,4,130,270,38,1,5385.6
30,1,1,11,90,38,1,5632.2
31,1,3,101,90,40,0,5355.7
32,3,1,11,270,38,0,5770.2
