1,3,3,80,90,40,1,7473.7
2,3,1,20,270,38,0,5428.7
3,3,2,64,270,38,0,5392.6
4,3,4,130,90,40,1,6565.5
5,1,1,20,90,40,0,5373
6,1,4,130,270,38,1,5578.7
7,1,3,80,90,38,1,6217.5
8,1,2,64,270,38,1,6550.9
9,1,4,130,90,38,1,5526
10,1,3,80,270,38,1,5525.7
11,3,1,20,90,40,1,5358.9
12,3,4,130,270,38,0,7077.5
13,1,1,20,270,40,0,5521.3
14,3,3,80,90,38,0,5840.1
15,1,2,64,90,40,0,5652.5
16,3,2,64,270,38,0,5903.4
17,1,4,130,270,40,0,5361.3
18,3,4,130,270,40,1,5319.3
19,3,3,80,90,40,1,5799.8
20,3,1,20,90,38,0,5365.2
21,1,2,64,90,40,0,5388.2
22,1,3,80,270,38,1,5970.4
23,1,1,20,90,40,0,5800.1
24,3,2,64,90,38,0,5373.7
25,1,4,130,270,40,0,6092.1
26,1,3,80,270,40,0,6070.4
27,1,1,20,270,40,0,5464.9
28,3,1,20,90,40,1,5370.6
29,1,2,64,270,40,0,6449.4
30,3,2,64,90,38,0,5589.5
31,3,4,130,90,40,1,5442.4
32,3,3,80,270,38,0,5477.8
