1,1,1,1,3,3,81,90,9999,78,1,5112
1,1,2,1,1,1,15,270,9999,67,1,2052
1,1,3,1,2,2,57,90,9999,78,1,2012
1,1,4,2,4,4,134,270,9999,67,1,1077
1,1,5,2,2,2,57,90,9999,78,1,819
1,1,6,2,1,1,15,270,9999,67,1,2892
1,1,7,2,3,3,81,270,9999,67,1,2531
1,1,8,1,4,4,134,270,9999,67,1,1407
1,2,1,1,7,3,81,270,9999,67,1,3193
1,2,2,1,6,2,57,90,9999,78,1,1331
1,2,3,1,5,1,15,90,9999,78,1,3287
1,2,4,2,7,3,81,90,9999,78,1,2021
1,2,5,2,6,2,57,270,9999,67,1,1470
1,2,6,1,8,4,134,90,9999,78,1,3157
1,2,7,2,5,1,15,90,9999,9999,9999,9999
1,2,8,2,8,4,134,270,9999,67,1,1585
1,3,1,1,9,1,15,90,9999,78,1,3683
1,3,2,2,10,2,57,270,9999,67,1,1490
1,3,3,1,12,4,134,270,9999,67,1,4360
1,3,4,1,11,3,81,270,9999,67,1,2483
1,3,5,2,12,4,134,270,9999,67,1,1945
1,3,6,1,10,2,57,90,9999,78,1,701
1,3,7,2,9,1,15,270,9999,67,1,2243
1,3,8,2,11,3,81,90,9999,78,1,4667
1,4,1,2,14,2,57,90,9999,78,1,5690
1,4,2,2,15,3,81,270,9999,67,1,4264
1,4,3,1,16,4,134,270,9999,78,0,1854
1,4,4,1,15,3,81,270,9999,67,1,4117
1,4,5,2,13,1,15,90,9999,78,1,5274
1,4,6,2,16,4,134,90,9999,78,1,1056
1,4,7,1,14,2,57,90,9999,78,1,1216
1,4,8,1,13,1,15,90,9999,78,1,1105
1,5,1,1,20,4,134,90,9999,78,1,1415
1,5,2,2,17,1,15,270,9999,67,1,2360
1,5,3,1,18,2,57,90,9999,78,1,1323
1,5,4,1,17,1,15,270,9999,67,1,1200
1,5,5,2,19,3,81,90,9999,9999,9999,9999
1,5,6,2,18,2,57,270,9999,67,1,850
1,5,7,1,19,3,81,270,9999,9999,9999,9999
1,5,8,2,20,4,134,270,9999,67,1,1690
1,6,1,2,23,3,81,90,9999,78,1,1752
1,6,2,2,24,4,134,270,9999,9999,9999,9999
1,6,3,1,23,3,81,270,9999,67,1,2836
1,6,4,2,21,1,15,90,9999,78,1,3524
1,6,5,1,24,4,134,270,9999,67,1,1513
1,6,6,1,22,2,57,90,9999,78,1,2614
1,6,7,1,21,1,15,90,9999,78,1,1039
1,6,8,2,22,2,57,90,9999,78,1,728
1,7,1,1,27,3,81,270,9999,67,1,2236
1,7,2,2,25,1,15,90,9999,78,1,2300
1,7,3,1,28,4,134,90,9999,78,1,2362
1,7,4,1,26,2,57,270,9999,67,1,820
1,7,5,2,27,3,81,270,9999,78,0,3117
1,7,6,2,28,4,134,270,9999,67,1,1514
1,7,7,1,25,1,15,90,9999,78,1,2006
1,7,8,2,26,2,57,270,9999,67,1,2312
1,8,1,2,31,3,81,90,9999,78,1,1661
1,8,2,2,29,1,15,270,9999,9999,9999,9999
1,8,3,2,32,4,134,90,9999,78,1,4012
1,8,4,1,31,3,81,90,9999,78,1,1429
1,8,5,1,30,2,57,90,9999,78,1,2685
1,8,6,1,32,4,134,90,9999,78,1,1372
1,8,7,1,29,1,15,270,9999,67,1,2495
1,8,8,2,30,2,57,270,9999,67,1,1276
1,9,1,1,36,4,134,270,9999,67,1,1739
1,9,2,1,33,1,15,90,9999,78,1,2999
1,9,3,2,35,3,81,270,9999,78,0,5985
1,9,4,1,34,2,57,270,9999,67,1,3658
1,9,5,2,36,4,134,90,9999,78,1,1161
1,9,6,1,35,3,81,270,9999,67,1,2508
1,9,7,2,33,1,15,270,9999,67,1,3618
1,9,8,2,34,2,57,90,9999,78,1,739
1,10,1,2,37,1,15,90,9999,78,1,2407
1,10,2,1,39,3,81,90,9999,78,1,4696
1,10,3,1,40,4,134,270,9999,67,1,1654
1,10,4,1,38,2,57,90,9999,67,0,1493
1,10,5,2,39,3,81,90,9999,78,1,4851
1,10,6,1,37,1,15,270,9999,67,1,2794
1,10,7,2,38,2,57,90,9999,78,1,3348
1,10,8,2,40,4,134,270,9999,67,1,1575
1,11,1,1,43,3,81,90,9999,78,1,2159
1,11,2,1,42,2,57,90,9999,78,1,707
1,11,3,2,41,1,15,90,9999,78,1,665
1,11,4,1,44,4,134,90,9999,78,1,1007
1,11,5,1,41,1,15,90,9999,78,1,1929
1,11,6,2,44,4,134,90,9999,78,1,1526
1,11,7,2,43,3,81,270,9999,67,1,2858
1,11,8,2,42,2,57,270,9999,67,1,1938
1,12,1,2,48,4,134,270,9999,9999,9999,9999
1,12,2,1,46,2,57,270,9999,67,1,1551
1,12,3,1,45,1,15,90,9999,78,1,2306
1,12,4,1,47,3,81,270,9999,67,1,2640
1,12,5,1,48,4,134,90,9999,78,1,984
1,12,6,2,45,1,15,270,9999,67,1,3419
