"","subj","RT","subj_mean_rt","normRT"
"2666","CCC01_18",991,2112.69230769231,539.97665454944
"2667","CCC01_18",1300,2112.69230769231,848.97665454944
"2668","CCC01_18",3370,2112.69230769231,2918.97665454944
"2669","CCC01_18",2384,2112.69230769231,1932.97665454944
"2670","CCC01_18",2085,2112.69230769231,1633.97665454944
"2671","CCC01_18",2701,2112.69230769231,2249.97665454944
"2672","CCC01_18",3364,2112.69230769231,2912.97665454944
"2673","CCC01_18",3322,2112.69230769231,2870.97665454944
"2674","CCC01_18",3745,2112.69230769231,3293.97665454944
"2675","CCC01_18",1991,2112.69230769231,1539.97665454944
"2676","CCC01_18",1226,2112.69230769231,774.97665454944
"2677","CCC01_18",1213,2112.69230769231,761.97665454944
"2678","CCC01_18",2199,2112.69230769231,1747.97665454944
"2679","CCC01_18",3274,2112.69230769231,2822.97665454944
"2680","CCC01_18",1611,2112.69230769231,1159.97665454944
"2681","CCC01_18",1415,2112.69230769231,963.97665454944
"2682","CCC01_18",3720,2112.69230769231,3268.97665454944
"2683","CCC01_18",1961,2112.69230769231,1509.97665454944
"2684","CCC01_18",3653,2112.69230769231,3201.97665454944
"2685","CCC01_18",1792,2112.69230769231,1340.97665454944
"2686","CCC01_18",748,2112.69230769231,296.97665454944
"2687","CCC01_18",1952,2112.69230769231,1500.97665454944
"2688","CCC01_18",1423,2112.69230769231,971.97665454944
"2689","CCC01_18",2513,2112.69230769231,2061.97665454944
"2690","CCC01_18",3848,2112.69230769231,3396.97665454944
"2691","CCC01_18",2338,2112.69230769231,1886.97665454944
"2692","CCC01_18",2360,2112.69230769231,1908.97665454944
"2693","CCC01_18",4453,2112.69230769231,4001.97665454944
"2694","CCC01_18",1495,2112.69230769231,1043.97665454944
"2695","CCC01_18",1752,2112.69230769231,1300.97665454944
"2696","CCC01_18",2214,2112.69230769231,1762.97665454944
"2697","CCC01_18",1760,2112.69230769231,1308.97665454944
"2698","CCC01_18",1836,2112.69230769231,1384.97665454944
"2699","CCC01_18",1310,2112.69230769231,858.97665454944
"2700","CCC01_18",2166,2112.69230769231,1714.97665454944
"2701","CCC01_18",1570,2112.69230769231,1118.97665454944
"2702","CCC01_18",2366,2112.69230769231,1914.97665454944
"2703","CCC01_18",2101,2112.69230769231,1649.97665454944
"2704","CCC01_18",1259,2112.69230769231,807.97665454944
"2705","CCC01_19",2699,1878.88778877888,2481.78117346287
"2706","CCC01_19",3756,1878.88778877888,3538.78117346287
"2707","CCC01_19",2785,1878.88778877888,2567.78117346287
"2708","CCC01_19",1902,1878.88778877888,1684.78117346287
"2709","CCC01_19",1288,1878.88778877888,1070.78117346287
"2710","CCC01_19",1839,1878.88778877888,1621.78117346287
"2711","CCC01_19",1714,1878.88778877888,1496.78117346287
"2712","CCC01_19",1720,1878.88778877888,1502.78117346287
"2713","CCC01_19",2744,1878.88778877888,2526.78117346287
"2714","CCC01_19",1487,1878.88778877888,1269.78117346287
"2715","CCC01_19",2319,1878.88778877888,2101.78117346287
"2716","CCC01_19",1238,1878.88778877888,1020.78117346287
"2717","CCC01_19",1216,1878.88778877888,998.78117346287
"2718","CCC01_19",2251,1878.88778877888,2033.78117346287
"2719","CCC01_19",4189,1878.88778877888,3971.78117346287
"2720","CCC01_19",1137,1878.88778877888,919.78117346287
"2721","CCC01_19",2712,1878.88778877888,2494.78117346287
"2722","CCC01_19",1183,1878.88778877888,965.78117346287
"2723","CCC01_19",2418,1878.88778877888,2200.78117346287
"2724","CCC01_19",1599,1878.88778877888,1381.78117346287
"2725","CCC01_19",3418,1878.88778877888,3200.78117346287
"2726","CCC01_19",2061,1878.88778877888,1843.78117346287
"2727","CCC01_19",1933,1878.88778877888,1715.78117346287
"2728","CCC01_19",3570,1878.88778877888,3352.78117346287
"2729","CCC01_19",2904,1878.88778877888,2686.78117346287
"2730","CCC01_19",1424,1878.88778877888,1206.78117346287
"2731","CCC01_19",3994,1878.88778877888,3776.78117346287
"2732","CCC01_19",2342,1878.88778877888,2124.78117346287
"2733","CCC01_19",1597,1878.88778877888,1379.78117346287
"2734","CCC01_19",2152,1878.88778877888,1934.78117346287
"2735","CCC01_19",2614,1878.88778877888,2396.78117346287
"2736","CCC01_19",1858,1878.88778877888,1640.78117346287
"2737","CCC01_19",2059,1878.88778877888,1841.78117346287
"2738","CCC01_19",3164,1878.88778877888,2946.78117346287
"2739","CCC01_19",3417,1878.88778877888,3199.78117346287
"2740","CCC01_19",3589,1878.88778877888,3371.78117346287
"2741","CCC01_19",2993,1878.88778877888,2775.78117346287
"2742","CCC01_19",2583,1878.88778877888,2365.78117346287
"2743","CCC01_19",1651,1878.88778877888,1433.78117346287
"2744","CCC01_19",1292,1878.88778877888,1074.78117346287
"2745","CCC01_19",1572,1878.88778877888,1354.78117346287
"2746","CCC01_19",1769,1878.88778877888,1551.78117346287
"2747","CCC01_19",1645,1878.88778877888,1427.78117346287
"2748","CCC01_19",1399,1878.88778877888,1181.78117346287
"2749","CCC01_19",3939,1878.88778877888,3721.78117346287
"2750","CCC01_19",2075,1878.88778877888,1857.78117346287
"2751","CCC01_19",4059,1878.88778877888,3841.78117346287
"2752","CCC01_19",2685,1878.88778877888,2467.78117346287
"2753","CCC01_19",3127,1878.88778877888,2909.78117346287
"2754","CCC01_19",1142,1878.88778877888,924.78117346287
"2755","CCC01_19",852,1878.88778877888,634.78117346287
"2756","CCC01_19",4489,1878.88778877888,4271.78117346287
"2757","CCC01_19",1490,1878.88778877888,1272.78117346287
"2758","CCC01_19",2306,1878.88778877888,2088.78117346287
"2759","CCC01_19",3969,1878.88778877888,3751.78117346287
"2760","CCC01_19",1328,1878.88778877888,1110.78117346287
"2761","CCC01_19",3084,1878.88778877888,2866.78117346287
"2762","CCC01_19",1245,1878.88778877888,1027.78117346287
"2763","CCC01_19",1527,1878.88778877888,1309.78117346287
"2764","CCC01_19",2669,1878.88778877888,2451.78117346287
"2765","CCC01_19",1038,1878.88778877888,820.78117346287
"2766","CCC01_19",4057,1878.88778877888,3839.78117346287
"2767","CCC01_19",2263,1878.88778877888,2045.78117346287
"2768","CCC01_19",1800,1878.88778877888,1582.78117346287
"2769","CCC01_19",2404,1878.88778877888,2186.78117346287
"2770","CCC01_19",1505,1878.88778877888,1287.78117346287
"2771","CCC01_19",1736,1878.88778877888,1518.78117346287
"2772","CCC01_19",2197,1878.88778877888,1979.78117346287
"2773","CCC01_19",1786,1878.88778877888,1568.78117346287
"2774","CCC01_19",2887,1878.88778877888,2669.78117346287
"2775","CCC01_19",4407,1878.88778877888,4189.78117346287
"2776","CCC01_19",1756,1878.88778877888,1538.78117346287
"2777","CCC01_19",4025,1878.88778877888,3807.78117346287
"2778","CCC01_19",1562,1878.88778877888,1344.78117346287
"2779","CCC01_19",3387,1878.88778877888,3169.78117346287
"2780","CCC01_19",1775,1878.88778877888,1557.78117346287
"2781","CCC01_19",1652,1878.88778877888,1434.78117346287
"2782","CCC01_19",1693,1878.88778877888,1475.78117346287
"2783","CCC01_19",1246,1878.88778877888,1028.78117346287
"2784","CCC01_19",1239,1878.88778877888,1021.78117346287
"2785","CCC01_19",1577,1878.88778877888,1359.78117346287
"2786","CCC01_19",2676,1878.88778877888,2458.78117346287
"2787","CCC01_19",1158,1878.88778877888,940.78117346287
"2788","CCC01_19",3954,1878.88778877888,3736.78117346287
"2789","CCC01_19",2135,1878.88778877888,1917.78117346287
"2790","CCC01_19",1397,1878.88778877888,1179.78117346287
"2791","CCC01_19",2153,1878.88778877888,1935.78117346287
"2792","CCC01_19",2998,1878.88778877888,2780.78117346287
"2793","CCC01_19",1129,1878.88778877888,911.78117346287
"2794","CCC01_19",2238,1878.88778877888,2020.78117346287
"2795","CCC01_19",1680,1878.88778877888,1462.78117346287
"2796","CCC01_19",2448,1878.88778877888,2230.78117346287
"2797","CCC01_19",2122,1878.88778877888,1904.78117346287
"2798","CCC01_19",1922,1878.88778877888,1704.78117346287
"2799","CCC01_19",3576,1878.88778877888,3358.78117346287
"2800","CCC01_19",3165,1878.88778877888,2947.78117346287
"2801","CCC01_19",1458,1878.88778877888,1240.78117346287
"2802","CCC01_19",1564,1878.88778877888,1346.78117346287
"2803","CCC01_19",2376,1878.88778877888,2158.78117346287
"2804","CCC01_19",2117,1878.88778877888,1899.78117346287
"2805","CCC01_19",1244,1878.88778877888,1026.78117346287
"2806","CCC01_19",2877,1878.88778877888,2659.78117346287
"2807","CCC01_19",3630,1878.88778877888,3412.78117346287
"2808","CCC01_19",1537,1878.88778877888,1319.78117346287
"2809","CCC01_19",1704,1878.88778877888,1486.78117346287
"2810","CCC01_19",1543,1878.88778877888,1325.78117346287
"2811","CCC01_19",2710,1878.88778877888,2492.78117346287
"2812","CCC01_19",3612,1878.88778877888,3394.78117346287
"2813","CCC01_19",2193,1878.88778877888,1975.78117346287
"2814","CCC01_19",1428,1878.88778877888,1210.78117346287
"2815","CCC01_19",2047,1878.88778877888,1829.78117346287
"2816","CCC01_19",1343,1878.88778877888,1125.78117346287
"2817","CCC01_19",2597,1878.88778877888,2379.78117346287
"2818","CCC01_19",1737,1878.88778877888,1519.78117346287
"2819","CCC01_19",2296,1878.88778877888,2078.78117346287
"2820","CCC01_19",1567,1878.88778877888,1349.78117346287
"2821","CCC01_19",1677,1878.88778877888,1459.78117346287
"2822","CCC01_19",4016,1878.88778877888,3798.78117346287
"2823","CCC01_19",1060,1878.88778877888,842.78117346287
"2824","CCC01_19",2229,1878.88778877888,2011.78117346287
"2825","CCC01_19",1134,1878.88778877888,916.78117346287
"2826","CCC01_19",2477,1878.88778877888,2259.78117346287
"2827","CCC01_19",1221,1878.88778877888,1003.78117346287
"2828","CCC01_19",1536,1878.88778877888,1318.78117346287
"2829","CCC01_19",2052,1878.88778877888,1834.78117346287
"2830","CCC01_19",1254,1878.88778877888,1036.78117346287
"2831","CCC01_19",1264,1878.88778877888,1046.78117346287
"2832","CCC01_19",3108,1878.88778877888,2890.78117346287
"2833","CCC01_19",1723,1878.88778877888,1505.78117346287
"2834","CCC01_19",2410,1878.88778877888,2192.78117346287
"2835","CCC01_19",2158,1878.88778877888,1940.78117346287
"2836","CCC01_19",1418,1878.88778877888,1200.78117346287
"2837","CCC01_19",2462,1878.88778877888,2244.78117346287
"2838","CCC01_19",3351,1878.88778877888,3133.78117346287
